utterance_1,utterance_2,utterance_3,utterance_4,label,original
"[2, 6622, 3244, 5518, 1376, 3141, 6860, 5545, 5481, 3, 5549, 1525, 3136, 3, 5605, 1525, 6627, 3, 6035, 3077, 5447, 3, 5]","[2, 7823, 5448, 3, 5811, 2943, 241, 3357, 3, 2182, 2943, 1311, 3456, 3, 5]","[2, 5980, 3242, 7747, 3, 5]","[2, 5980, 3242, 5448, 3, 5]","[2, 6423, 5606, 5465, 123, 123, 123, 217, 3, 5]",비슷하다니까...ㅠ [SEP] 
"[2, 7823, 5448, 3, 5811, 2943, 241, 3357, 3, 2182, 2943, 1311, 3456, 3, 5]","[2, 5980, 3242, 7747, 3, 5]","[2, 5980, 3242, 5448, 3, 5]","[2, 6423, 5606, 5465, 123, 123, 123, 217, 3, 5]","[2, 5482, 1331, 4351, 3088, 5567, 7778, 2987, 6446, 5567, 5798, 3023, 3, 5]",그거 백혈구 그런거 안죽게 하려고 그런거라는디 [SEP] 
"[2, 5980, 3242, 7747, 3, 5]","[2, 5980, 3242, 5448, 3, 5]","[2, 6423, 5606, 5465, 123, 123, 123, 217, 3, 5]","[2, 5482, 1331, 4351, 3088, 5567, 7778, 2987, 6446, 5567, 5798, 3023, 3, 5]","[2, 1792, 5464, 134, 3, 1331, 4351, 3088, 2266, 2978, 3160, 3, 5]",아 그래? [SEP] 백혈구 짱크네 [SEP] 
"[2, 5980, 3242, 5448, 3, 5]","[2, 6423, 5606, 5465, 123, 123, 123, 217, 3, 5]","[2, 5482, 1331, 4351, 3088, 5567, 7778, 2987, 6446, 5567, 5798, 3023, 3, 5]","[2, 1792, 5464, 134, 3, 1331, 4351, 3088, 2266, 2978, 3160, 3, 5]","[2, 5546, 3, 5820, 3, 5]",ㅌㅋㅋㅋㅋㅋㅋㅋ [SEP] 아닠ㅋㅋㅋ [SEP] 
"[2, 6423, 5606, 5465, 123, 123, 123, 217, 3, 5]","[2, 5482, 1331, 4351, 3088, 5567, 7778, 2987, 6446, 5567, 5798, 3023, 3, 5]","[2, 1792, 5464, 134, 3, 1331, 4351, 3088, 2266, 2978, 3160, 3, 5]","[2, 5546, 3, 5820, 3, 5]","[2, 6879, 2992, 3543, 119, 3, 6396, 5522, 6456, 6004, 3, 6553, 6490, 2932, 3, 6545, 7796, 3119, 123, 123, 123, 3, 5]",신기하군! [SEP] 설명 존나 현실같아 [SEP] 뭐라고 해야되지 [SEP] 으으으ㅡㅁ... [SEP] 
"[2, 5482, 1331, 4351, 3088, 5567, 7778, 2987, 6446, 5567, 5798, 3023, 3, 5]","[2, 1792, 5464, 134, 3, 1331, 4351, 3088, 2266, 2978, 3160, 3, 5]","[2, 5546, 3, 5820, 3, 5]","[2, 6879, 2992, 3543, 119, 3, 6396, 5522, 6456, 6004, 3, 6553, 6490, 2932, 3, 6545, 7796, 3119, 123, 123, 123, 3, 5]","[2, 5451, 3189, 3244, 2014, 3082, 3, 5]",ㅋㅋㅋㅋㅋㅋ너를 위해 [SEP] 
"[2, 1792, 5464, 134, 3, 1331, 4351, 3088, 2266, 2978, 3160, 3, 5]","[2, 5546, 3, 5820, 3, 5]","[2, 6879, 2992, 3543, 119, 3, 6396, 5522, 6456, 6004, 3, 6553, 6490, 2932, 3, 6545, 7796, 3119, 123, 123, 123, 3, 5]","[2, 5451, 3189, 3244, 2014, 3082, 3, 5]","[2, 5451, 2960, 3399, 3077, 3, 5]",ㅋㅋㅋ고맙다 [SEP] 
"[2, 5546, 3, 5820, 3, 5]","[2, 6879, 2992, 3543, 119, 3, 6396, 5522, 6456, 6004, 3, 6553, 6490, 2932, 3, 6545, 7796, 3119, 123, 123, 123, 3, 5]","[2, 5451, 3189, 3244, 2014, 3082, 3, 5]","[2, 5451, 2960, 3399, 3077, 3, 5]","[2, 5687, 5718, 7324, 134, 3, 5]",왜케 일찍 인남? [SEP] 
"[2, 6879, 2992, 3543, 119, 3, 6396, 5522, 6456, 6004, 3, 6553, 6490, 2932, 3, 6545, 7796, 3119, 123, 123, 123, 3, 5]","[2, 5451, 3189, 3244, 2014, 3082, 3, 5]","[2, 5451, 2960, 3399, 3077, 3, 5]","[2, 5687, 5718, 7324, 134, 3, 5]","[2, 6450, 3244, 7078, 7250, 7965, 3, 5]",교회를 가기 때문이죠 [SEP] 
"[2, 5451, 3189, 3244, 2014, 3082, 3, 5]","[2, 5451, 2960, 3399, 3077, 3, 5]","[2, 5687, 5718, 7324, 134, 3, 5]","[2, 6450, 3244, 7078, 7250, 7965, 3, 5]","[2, 539, 7449, 3005, 221, 134, 3, 539, 5506, 2999, 7715, 3, 5]",난 토요일도 가? [SEP] 난 내일만 가는데 [SEP] 
"[2, 5451, 2960, 3399, 3077, 3, 5]","[2, 5687, 5718, 7324, 134, 3, 5]","[2, 6450, 3244, 7078, 7250, 7965, 3, 5]","[2, 539, 7449, 3005, 221, 134, 3, 539, 5506, 2999, 7715, 3, 5]","[2, 6325, 6747, 3230, 2598, 3175, 2999, 6967, 3, 7679, 3080, 6241, 3, 536, 5472, 6002, 5499, 6403, 5873, 5911, 6244, 7299, 3058, 3, 5]",우리는 주말엔 토욜만 가고 [SEP] 일요일은 안가 [SEP] 나 이제 도착해서 다음에 연락해주세여우어ㅓ [SEP] 
"[2, 5687, 5718, 7324, 134, 3, 5]","[2, 6450, 3244, 7078, 7250, 7965, 3, 5]","[2, 539, 7449, 3005, 221, 134, 3, 539, 5506, 2999, 7715, 3, 5]","[2, 6325, 6747, 3230, 2598, 3175, 2999, 6967, 3, 7679, 3080, 6241, 3, 536, 5472, 6002, 5499, 6403, 5873, 5911, 6244, 7299, 3058, 3, 5]","[2, 1913, 3342, 119, 119, 119, 3, 6, 1782, 3, 5571, 2999, 764, 5635, 3226, 3141, 2071, 3003, 3, 536, 1944, 5999, 3, 5]",오케!!! [SEP] 남승우씨 [SEP] 한번만 더 보내줄수 있냐 [SEP] 나 왜 못해 [SEP] 
"[2, 6450, 3244, 7078, 7250, 7965, 3, 5]","[2, 539, 7449, 3005, 221, 134, 3, 539, 5506, 2999, 7715, 3, 5]","[2, 6325, 6747, 3230, 2598, 3175, 2999, 6967, 3, 7679, 3080, 6241, 3, 536, 5472, 6002, 5499, 6403, 5873, 5911, 6244, 7299, 3058, 3, 5]","[2, 1913, 3342, 119, 119, 119, 3, 6, 1782, 3, 5571, 2999, 764, 5635, 3226, 3141, 2071, 3003, 3, 536, 1944, 5999, 3, 5]","[2, 6081, 3714, 123, 123, 123, 3, 5]",왜그러닝... [SEP] 
"[2, 539, 7449, 3005, 221, 134, 3, 539, 5506, 2999, 7715, 3, 5]","[2, 6325, 6747, 3230, 2598, 3175, 2999, 6967, 3, 7679, 3080, 6241, 3, 536, 5472, 6002, 5499, 6403, 5873, 5911, 6244, 7299, 3058, 3, 5]","[2, 1913, 3342, 119, 119, 119, 3, 6, 1782, 3, 5571, 2999, 764, 5635, 3226, 3141, 2071, 3003, 3, 536, 1944, 5999, 3, 5]","[2, 6081, 3714, 123, 123, 123, 3, 5]","[2, 6345, 3092, 3262, 2958, 3, 600, 3242, 2947, 6101, 6690, 3323, 3, 1944, 5541, 3451, 5502, 1690, 3131, 2965, 5938, 5530, 3, 5]",고마ㅝ유ㅠ [SEP] 네프는 포기 할까봐 [SEP] 왜 이런날까지 실습을 한다는거야 [SEP] 
"[2, 6325, 6747, 3230, 2598, 3175, 2999, 6967, 3, 7679, 3080, 6241, 3, 536, 5472, 6002, 5499, 6403, 5873, 5911, 6244, 7299, 3058, 3, 5]","[2, 1913, 3342, 119, 119, 119, 3, 6, 1782, 3, 5571, 2999, 764, 5635, 3226, 3141, 2071, 3003, 3, 536, 1944, 5999, 3, 5]","[2, 6081, 3714, 123, 123, 123, 3, 5]","[2, 6345, 3092, 3262, 2958, 3, 600, 3242, 2947, 6101, 6690, 3323, 3, 1944, 5541, 3451, 5502, 1690, 3131, 2965, 5938, 5530, 3, 5]","[2, 539, 6737, 2246, 5792, 600, 3242, 5935, 5463, 123, 123, 3, 5]",난 이번에 집 가서 네프 조져야지.. [SEP] 
"[2, 1913, 3342, 119, 119, 119, 3, 6, 1782, 3, 5571, 2999, 764, 5635, 3226, 3141, 2071, 3003, 3, 536, 1944, 5999, 3, 5]","[2, 6081, 3714, 123, 123, 123, 3, 5]","[2, 6345, 3092, 3262, 2958, 3, 600, 3242, 2947, 6101, 6690, 3323, 3, 1944, 5541, 3451, 5502, 1690, 3131, 2965, 5938, 5530, 3, 5]","[2, 539, 6737, 2246, 5792, 600, 3242, 5935, 5463, 123, 123, 3, 5]","[2, 805, 4294, 2970, 1944, 2064, 3082, 3, 5]",동윤이 왜 일해 [SEP] 
"[2, 6081, 3714, 123, 123, 123, 3, 5]","[2, 6345, 3092, 3262, 2958, 3, 600, 3242, 2947, 6101, 6690, 3323, 3, 1944, 5541, 3451, 5502, 1690, 3131, 2965, 5938, 5530, 3, 5]","[2, 539, 6737, 2246, 5792, 600, 3242, 5935, 5463, 123, 123, 3, 5]","[2, 805, 4294, 2970, 1944, 2064, 3082, 3, 5]","[2, 5482, 5615, 123, 123, 3, 5]",그거 아니야.. [SEP] 
"[2, 6345, 3092, 3262, 2958, 3, 600, 3242, 2947, 6101, 6690, 3323, 3, 1944, 5541, 3451, 5502, 1690, 3131, 2965, 5938, 5530, 3, 5]","[2, 539, 6737, 2246, 5792, 600, 3242, 5935, 5463, 123, 123, 3, 5]","[2, 805, 4294, 2970, 1944, 2064, 3082, 3, 5]","[2, 5482, 5615, 123, 123, 3, 5]","[2, 2064, 5486, 2368, 6849, 3, 5490, 5453, 5615, 3, 5]",일하는 척 하지마 [SEP] 그러는거 아니야 [SEP] 
"[2, 539, 6737, 2246, 5792, 600, 3242, 5935, 5463, 123, 123, 3, 5]","[2, 805, 4294, 2970, 1944, 2064, 3082, 3, 5]","[2, 5482, 5615, 123, 123, 3, 5]","[2, 2064, 5486, 2368, 6849, 3, 5490, 5453, 5615, 3, 5]","[2, 317, 5608, 6410, 7066, 5448, 3, 5]",고대로 말해보자ㅋㅋㅋ [SEP] 
"[2, 805, 4294, 2970, 1944, 2064, 3082, 3, 5]","[2, 5482, 5615, 123, 123, 3, 5]","[2, 2064, 5486, 2368, 6849, 3, 5490, 5453, 5615, 3, 5]","[2, 317, 5608, 6410, 7066, 5448, 3, 5]","[2, 5806, 2367, 3692, 2960, 3, 5]",오지게 처맞고 [SEP] 
"[2, 5482, 5615, 123, 123, 3, 5]","[2, 2064, 5486, 2368, 6849, 3, 5490, 5453, 5615, 3, 5]","[2, 317, 5608, 6410, 7066, 5448, 3, 5]","[2, 5806, 2367, 3692, 2960, 3, 5]","[2, 497, 3070, 2970, 5494, 5447, 3, 5]",꿀잼이겠다ㅋㅋ [SEP] 
"[2, 2064, 5486, 2368, 6849, 3, 5490, 5453, 5615, 3, 5]","[2, 317, 5608, 6410, 7066, 5448, 3, 5]","[2, 5806, 2367, 3692, 2960, 3, 5]","[2, 497, 3070, 2970, 5494, 5447, 3, 5]","[2, 5650, 1737, 3197, 3, 5895, 5751, 723, 3517, 5833, 3, 5]",에바 쎄바 [SEP] 영화 혼자 다찍어요 [SEP] 
"[2, 317, 5608, 6410, 7066, 5448, 3, 5]","[2, 5806, 2367, 3692, 2960, 3, 5]","[2, 497, 3070, 2970, 5494, 5447, 3, 5]","[2, 5650, 1737, 3197, 3, 5895, 5751, 723, 3517, 5833, 3, 5]","[2, 5522, 1182, 2985, 3254, 3312, 5447, 3, 5]",존나 매드무비ㅋㅋ [SEP] 
"[2, 5806, 2367, 3692, 2960, 3, 5]","[2, 497, 3070, 2970, 5494, 5447, 3, 5]","[2, 5650, 1737, 3197, 3, 5895, 5751, 723, 3517, 5833, 3, 5]","[2, 5522, 1182, 2985, 3254, 3312, 5447, 3, 5]","[2, 307, 5976, 1525, 2947, 1815, 5515, 3, 1941, 3264, 6945, 3140, 5461, 3, 5]",경기도 사는 애한테 [SEP] 왕복 6시간으로 [SEP] 
"[2, 497, 3070, 2970, 5494, 5447, 3, 5]","[2, 5650, 1737, 3197, 3, 5895, 5751, 723, 3517, 5833, 3, 5]","[2, 5522, 1182, 2985, 3254, 3312, 5447, 3, 5]","[2, 307, 5976, 1525, 2947, 1815, 5515, 3, 1941, 3264, 6945, 3140, 5461, 3, 5]","[2, 5544, 7342, 5447, 3, 5]",이게뭐야ㅋㅋ [SEP] 
"[2, 5650, 1737, 3197, 3, 5895, 5751, 723, 3517, 5833, 3, 5]","[2, 5522, 1182, 2985, 3254, 3312, 5447, 3, 5]","[2, 307, 5976, 1525, 2947, 1815, 5515, 3, 1941, 3264, 6945, 3140, 5461, 3, 5]","[2, 5544, 7342, 5447, 3, 5]","[2, 6833, 1706, 6626, 3, 5]",친구랑 싸우면 [SEP] 
"[2, 5522, 1182, 2985, 3254, 3312, 5447, 3, 5]","[2, 307, 5976, 1525, 2947, 1815, 5515, 3, 1941, 3264, 6945, 3140, 5461, 3, 5]","[2, 5544, 7342, 5447, 3, 5]","[2, 6833, 1706, 6626, 3, 5]","[2, 1706, 3049, 2994, 7996, 5983, 2980, 3340, 5448, 3, 5]",싸우러 80000원ㅋㅋㅋㅋ [SEP] 
"[2, 307, 5976, 1525, 2947, 1815, 5515, 3, 1941, 3264, 6945, 3140, 5461, 3, 5]","[2, 5544, 7342, 5447, 3, 5]","[2, 6833, 1706, 6626, 3, 5]","[2, 1706, 3049, 2994, 7996, 5983, 2980, 3340, 5448, 3, 5]","[2, 5513, 2830, 2975, 1239, 3618, 3, 6977, 2392, 3366, 2923, 5458, 1850, 5806, 6115, 2950, 3, 6363, 5458, 7529, 2921, 1176, 6591, 7037, 3, 5]",그래서 현치 못떠 [SEP] 애초에 초딩때 내가 얘 오지게 때려서 [SEP] 가면 내가 오지가 맞을거 같아 [SEP] 
"[2, 5544, 7342, 5447, 3, 5]","[2, 6833, 1706, 6626, 3, 5]","[2, 1706, 3049, 2994, 7996, 5983, 2980, 3340, 5448, 3, 5]","[2, 5513, 2830, 2975, 1239, 3618, 3, 6977, 2392, 3366, 2923, 5458, 1850, 5806, 6115, 2950, 3, 6363, 5458, 7529, 2921, 1176, 6591, 7037, 3, 5]","[2, 1889, 3369, 3811, 5447, 3, 5]",역관광ㅋㅋ [SEP] 
"[2, 6833, 1706, 6626, 3, 5]","[2, 1706, 3049, 2994, 7996, 5983, 2980, 3340, 5448, 3, 5]","[2, 5513, 2830, 2975, 1239, 3618, 3, 6977, 2392, 3366, 2923, 5458, 1850, 5806, 6115, 2950, 3, 6363, 5458, 7529, 2921, 1176, 6591, 7037, 3, 5]","[2, 1889, 3369, 3811, 5447, 3, 5]","[2, 7823, 5921, 3, 5]",마자ㅠㅠㅠ [SEP] 
"[2, 1706, 3049, 2994, 7996, 5983, 2980, 3340, 5448, 3, 5]","[2, 5513, 2830, 2975, 1239, 3618, 3, 6977, 2392, 3366, 2923, 5458, 1850, 5806, 6115, 2950, 3, 6363, 5458, 7529, 2921, 1176, 6591, 7037, 3, 5]","[2, 1889, 3369, 3811, 5447, 3, 5]","[2, 7823, 5921, 3, 5]","[2, 5546, 3, 7770, 3253, 5481, 3, 5]",ㄴㅋㅋㅋㅋ [SEP] 도망쳐ㅎㅎ [SEP] 
"[2, 5513, 2830, 2975, 1239, 3618, 3, 6977, 2392, 3366, 2923, 5458, 1850, 5806, 6115, 2950, 3, 6363, 5458, 7529, 2921, 1176, 6591, 7037, 3, 5]","[2, 1889, 3369, 3811, 5447, 3, 5]","[2, 7823, 5921, 3, 5]","[2, 5546, 3, 7770, 3253, 5481, 3, 5]","[2, 6181, 3151, 5659, 1176, 5494, 3, 5]",ㅠㅠ오지게 맞겠당 [SEP] 
"[2, 1889, 3369, 3811, 5447, 3, 5]","[2, 7823, 5921, 3, 5]","[2, 5546, 3, 7770, 3253, 5481, 3, 5]","[2, 6181, 3151, 5659, 1176, 5494, 3, 5]","[2, 6965, 5452, 3, 5]",고생한다 진짜 [SEP] 
"[2, 7823, 5921, 3, 5]","[2, 5546, 3, 7770, 3253, 5481, 3, 5]","[2, 6181, 3151, 5659, 1176, 5494, 3, 5]","[2, 6965, 5452, 3, 5]","[2, 2392, 3366, 2923, 5457, 429, 2969, 5448, 3, 5]",초딩때 너무 깝침ㅋㅋㅋ [SEP] 
"[2, 5546, 3, 7770, 3253, 5481, 3, 5]","[2, 6181, 3151, 5659, 1176, 5494, 3, 5]","[2, 6965, 5452, 3, 5]","[2, 2392, 3366, 2923, 5457, 429, 2969, 5448, 3, 5]","[2, 6367, 7049, 2935, 123, 123, 123, 3, 5]",오ㅑ그랬니... [SEP] 
"[2, 6181, 3151, 5659, 1176, 5494, 3, 5]","[2, 6965, 5452, 3, 5]","[2, 2392, 3366, 2923, 5457, 429, 2969, 5448, 3, 5]","[2, 6367, 7049, 2935, 123, 123, 123, 3, 5]","[2, 536, 1944, 429, 2969, 3, 5462, 5564, 723, 429, 6697, 3, 5]",나 왜 깝침 [SEP] 근데 애들 다 깝쳐서 [SEP] 
"[2, 6965, 5452, 3, 5]","[2, 2392, 3366, 2923, 5457, 429, 2969, 5448, 3, 5]","[2, 6367, 7049, 2935, 123, 123, 123, 3, 5]","[2, 536, 1944, 429, 2969, 3, 5462, 5564, 723, 429, 6697, 3, 5]","[2, 5548, 2702, 3758, 5958, 3077, 134, 3, 5594, 2922, 5481, 3, 5485, 388, 6075, 3005, 429, 2951, 6591, 1852, 2935, 3236, 3, 1176, 4215, 599, 5475, 818, 2984, 3, 123, 123, 123, 134, 134, 3, 5]",그게 평균이었다? [SEP] 미쳤넹ㅎㅎ [SEP] 그럼 그친구도 깝쳤을거 어니양 [SEP] 맞딜 넣으면 되잖 [SEP] ...?? [SEP] 
"[2, 2392, 3366, 2923, 5457, 429, 2969, 5448, 3, 5]","[2, 6367, 7049, 2935, 123, 123, 123, 3, 5]","[2, 536, 1944, 429, 2969, 3, 5462, 5564, 723, 429, 6697, 3, 5]","[2, 5548, 2702, 3758, 5958, 3077, 134, 3, 5594, 2922, 5481, 3, 5485, 388, 6075, 3005, 429, 2951, 6591, 1852, 2935, 3236, 3, 1176, 4215, 599, 5475, 818, 2984, 3, 123, 123, 123, 134, 134, 3, 5]","[2, 5483, 5462, 3, 5543, 5728, 1165, 3392, 5534, 3, 2392, 126, 2923, 733, 3697, 3947, 2937, 1815, 3005, 5946, 3063, 5448, 3, 261, 1803, 3411, 7233, 6826, 3, 7322, 5499, 5902, 2960, 3, 5]",우리 근데 [SEP] ㄹㅇ 인생 막살아서 [SEP] 초 2때 담배폈던 애도 있었음ㅋㅋㅋㅋㅋ [SEP] 걔 암걸렸다는디 [SEP] 손절해서 모르겠고 [SEP] 
"[2, 6367, 7049, 2935, 123, 123, 123, 3, 5]","[2, 536, 1944, 429, 2969, 3, 5462, 5564, 723, 429, 6697, 3, 5]","[2, 5548, 2702, 3758, 5958, 3077, 134, 3, 5594, 2922, 5481, 3, 5485, 388, 6075, 3005, 429, 2951, 6591, 1852, 2935, 3236, 3, 1176, 4215, 599, 5475, 818, 2984, 3, 123, 123, 123, 134, 134, 3, 5]","[2, 5483, 5462, 3, 5543, 5728, 1165, 3392, 5534, 3, 2392, 126, 2923, 733, 3697, 3947, 2937, 1815, 3005, 5946, 3063, 5448, 3, 261, 1803, 3411, 7233, 6826, 3, 7322, 5499, 5902, 2960, 3, 5]","[2, 1883, 5452, 134, 3, 7185, 5448, 3, 241, 3000, 3337, 3443, 7911, 3, 5]",엥 진짜? [SEP] 미쳤네ㅋㅋㅋ [SEP] 개미친곳이구만 [SEP] 
"[2, 536, 1944, 429, 2969, 3, 5462, 5564, 723, 429, 6697, 3, 5]","[2, 5548, 2702, 3758, 5958, 3077, 134, 3, 5594, 2922, 5481, 3, 5485, 388, 6075, 3005, 429, 2951, 6591, 1852, 2935, 3236, 3, 1176, 4215, 599, 5475, 818, 2984, 3, 123, 123, 123, 134, 134, 3, 5]","[2, 5483, 5462, 3, 5543, 5728, 1165, 3392, 5534, 3, 2392, 126, 2923, 733, 3697, 3947, 2937, 1815, 3005, 5946, 3063, 5448, 3, 261, 1803, 3411, 7233, 6826, 3, 7322, 5499, 5902, 2960, 3, 5]","[2, 1883, 5452, 134, 3, 7185, 5448, 3, 241, 3000, 3337, 3443, 7911, 3, 5]","[2, 539, 6715, 2556, 3238, 2773, 3, 5]",난 거기서 탈출 함 [SEP] 
"[2, 5548, 2702, 3758, 5958, 3077, 134, 3, 5594, 2922, 5481, 3, 5485, 388, 6075, 3005, 429, 2951, 6591, 1852, 2935, 3236, 3, 1176, 4215, 599, 5475, 818, 2984, 3, 123, 123, 123, 134, 134, 3, 5]","[2, 5483, 5462, 3, 5543, 5728, 1165, 3392, 5534, 3, 2392, 126, 2923, 733, 3697, 3947, 2937, 1815, 3005, 5946, 3063, 5448, 3, 261, 1803, 3411, 7233, 6826, 3, 7322, 5499, 5902, 2960, 3, 5]","[2, 1883, 5452, 134, 3, 7185, 5448, 3, 241, 3000, 3337, 3443, 7911, 3, 5]","[2, 539, 6715, 2556, 3238, 2773, 3, 5]","[2, 2084, 5739, 5447, 3, 5]",잘했다ㅋㅋ [SEP] 
"[2, 5483, 5462, 3, 5543, 5728, 1165, 3392, 5534, 3, 2392, 126, 2923, 733, 3697, 3947, 2937, 1815, 3005, 5946, 3063, 5448, 3, 261, 1803, 3411, 7233, 6826, 3, 7322, 5499, 5902, 2960, 3, 5]","[2, 1883, 5452, 134, 3, 7185, 5448, 3, 241, 3000, 3337, 3443, 7911, 3, 5]","[2, 539, 6715, 2556, 3238, 2773, 3, 5]","[2, 2084, 5739, 5447, 3, 5]","[2, 2118, 3271, 3151, 3155, 2084, 5584, 3, 5]",전학오길 잘했어 [SEP] 
"[2, 1883, 5452, 134, 3, 7185, 5448, 3, 241, 3000, 3337, 3443, 7911, 3, 5]","[2, 539, 6715, 2556, 3238, 2773, 3, 5]","[2, 2084, 5739, 5447, 3, 5]","[2, 2118, 3271, 3151, 3155, 2084, 5584, 3, 5]","[2, 2118, 3271, 2921, 6251, 134, 3, 5]",전학가ㅛ어? [SEP] 
"[2, 539, 6715, 2556, 3238, 2773, 3, 5]","[2, 2084, 5739, 5447, 3, 5]","[2, 2118, 3271, 3151, 3155, 2084, 5584, 3, 5]","[2, 2118, 3271, 2921, 6251, 134, 3, 5]","[2, 7767, 6265, 2974, 1915, 2989, 3023, 3, 388, 6381, 3005, 5512, 5994, 1167, 2924, 3063, 3, 7089, 3230, 2921, 388, 6381, 6773, 2970, 3, 1236, 3689, 6617, 6292, 7716, 2950, 3, 7770, 2951, 5449, 3, 347, 3264, 2970, 5483, 6381, 6477, 3, 7428, 1316, 2924, 6212, 3, 2132, 3269, 2942, 2128, 3270, 3040, 3, 1958, 5806, 7252, 3, 5]",중학교때 광주로 온건디 [SEP] 그 중학교도 미친애들 많았음 [SEP] 작년엔가 그 중학교 학생이 [SEP] 몰카 설치하다가 걸려서 [SEP] 도망쳤는데 [SEP] 교복이 우리 중학교여서 [SEP] 교육 받았나봐 [SEP] 제2의 정준영 [SEP] 욕 오지게 먹음 [SEP] 
"[2, 2084, 5739, 5447, 3, 5]","[2, 2118, 3271, 3151, 3155, 2084, 5584, 3, 5]","[2, 2118, 3271, 2921, 6251, 134, 3, 5]","[2, 7767, 6265, 2974, 1915, 2989, 3023, 3, 388, 6381, 3005, 5512, 5994, 1167, 2924, 3063, 3, 7089, 3230, 2921, 388, 6381, 6773, 2970, 3, 1236, 3689, 6617, 6292, 7716, 2950, 3, 7770, 2951, 5449, 3, 347, 3264, 2970, 5483, 6381, 6477, 3, 7428, 1316, 2924, 6212, 3, 2132, 3269, 2942, 2128, 3270, 3040, 3, 1958, 5806, 7252, 3, 5]","[2, 7001, 3067, 3289, 7972, 3, 5478, 1528, 2924, 3003, 123, 123, 3, 5]",말도안되네ㅋㅋ [SEP] 어떻게 살았냐.. [SEP] 
"[2, 2118, 3271, 3151, 3155, 2084, 5584, 3, 5]","[2, 2118, 3271, 2921, 6251, 134, 3, 5]","[2, 7767, 6265, 2974, 1915, 2989, 3023, 3, 388, 6381, 3005, 5512, 5994, 1167, 2924, 3063, 3, 7089, 3230, 2921, 388, 6381, 6773, 2970, 3, 1236, 3689, 6617, 6292, 7716, 2950, 3, 7770, 2951, 5449, 3, 347, 3264, 2970, 5483, 6381, 6477, 3, 7428, 1316, 2924, 6212, 3, 2132, 3269, 2942, 2128, 3270, 3040, 3, 1958, 5806, 7252, 3, 5]","[2, 7001, 3067, 3289, 7972, 3, 5478, 1528, 2924, 3003, 123, 123, 3, 5]","[2, 5588, 5618, 6003, 3, 6299, 6032, 2999, 3, 5618, 1693, 2921, 3, 5]",공부 하기 싫다 [SEP] 안하고 있지만 [SEP] 하기 싫가 [SEP] 
"[2, 2118, 3271, 2921, 6251, 134, 3, 5]","[2, 7767, 6265, 2974, 1915, 2989, 3023, 3, 388, 6381, 3005, 5512, 5994, 1167, 2924, 3063, 3, 7089, 3230, 2921, 388, 6381, 6773, 2970, 3, 1236, 3689, 6617, 6292, 7716, 2950, 3, 7770, 2951, 5449, 3, 347, 3264, 2970, 5483, 6381, 6477, 3, 7428, 1316, 2924, 6212, 3, 2132, 3269, 2942, 2128, 3270, 3040, 3, 1958, 5806, 7252, 3, 5]","[2, 7001, 3067, 3289, 7972, 3, 5478, 1528, 2924, 3003, 123, 123, 3, 5]","[2, 5588, 5618, 6003, 3, 6299, 6032, 2999, 3, 5618, 1693, 2921, 3, 5]","[2, 5485, 6299, 3, 1308, 2948, 3506, 427, 2934, 4156, 119, 119, 3, 6109, 5879, 5447, 3, 6031, 5447, 3, 5]",그럼 안하고 [SEP] 밑밥좀 깔아줭!! [SEP] 기대할게ㅋㅋ [SEP] 왜그래ㅋㅋ [SEP] 
"[2, 7767, 6265, 2974, 1915, 2989, 3023, 3, 388, 6381, 3005, 5512, 5994, 1167, 2924, 3063, 3, 7089, 3230, 2921, 388, 6381, 6773, 2970, 3, 1236, 3689, 6617, 6292, 7716, 2950, 3, 7770, 2951, 5449, 3, 347, 3264, 2970, 5483, 6381, 6477, 3, 7428, 1316, 2924, 6212, 3, 2132, 3269, 2942, 2128, 3270, 3040, 3, 1958, 5806, 7252, 3, 5]","[2, 7001, 3067, 3289, 7972, 3, 5478, 1528, 2924, 3003, 123, 123, 3, 5]","[2, 5588, 5618, 6003, 3, 6299, 6032, 2999, 3, 5618, 1693, 2921, 3, 5]","[2, 5485, 6299, 3, 1308, 2948, 3506, 427, 2934, 4156, 119, 119, 3, 6109, 5879, 5447, 3, 6031, 5447, 3, 5]","[2, 7574, 6179, 3, 5]",살기 힘들다 [SEP] 
"[2, 7001, 3067, 3289, 7972, 3, 5478, 1528, 2924, 3003, 123, 123, 3, 5]","[2, 5588, 5618, 6003, 3, 6299, 6032, 2999, 3, 5618, 1693, 2921, 3, 5]","[2, 5485, 6299, 3, 1308, 2948, 3506, 427, 2934, 4156, 119, 119, 3, 6109, 5879, 5447, 3, 6031, 5447, 3, 5]","[2, 7574, 6179, 3, 5]","[2, 6031, 5553, 123, 123, 123, 3, 600, 2991, 3049, 3060, 2978, 2921, 6152, 6004, 134, 3, 5]",왜그래 갑자기... [SEP] 네트우ㅏ크가 거지같아? [SEP] 
