utterance_1,utterance_2,utterance_3,utterance_4,label,original
"[2, 7286, 1525, 3002, 3, 5]","[2, 1850, 2921, 5950, 1596, 3325, 2965, 5678, 3, 5531, 2067, 3063, 3, 555, 1164, 2932, 3006, 5531, 3055, 3023, 3, 5573, 5729, 2923, 3481, 3, 6944, 5929, 1720, 2960, 3210, 2791, 6826, 3, 5]","[2, 1267, 5646, 5447, 3, 5]","[2, 7710, 6323, 1707, 1465, 5552, 3, 6855, 2999, 5512, 7456, 6653, 5465, 3, 5]","[2, 5631, 5853, 5545, 134, 3, 1268, 6759, 5646, 3, 5]",원래 그랬잖아? [SEP] 뭔공부했는데 [SEP] 
"[2, 1850, 2921, 5950, 1596, 3325, 2965, 5678, 3, 5531, 2067, 3063, 3, 555, 1164, 2932, 3006, 5531, 3055, 3023, 3, 5573, 5729, 2923, 3481, 3, 6944, 5929, 1720, 2960, 3210, 2791, 6826, 3, 5]","[2, 1267, 5646, 5447, 3, 5]","[2, 7710, 6323, 1707, 1465, 5552, 3, 6855, 2999, 5512, 7456, 6653, 5465, 3, 5]","[2, 5631, 5853, 5545, 134, 3, 1268, 6759, 5646, 3, 5]","[2, 5522, 5620, 5710, 3, 5573, 6, 2059, 6406, 2950, 5991, 5463, 3, 5495, 5474, 5522, 5620, 5588, 3159, 6826, 3, 7356, 2960, 1907, 3481, 3067, 3147, 3, 261, 3111, 5873, 3067, 5511, 3, 6768, 3275, 3055, 3023, 3, 5531, 3244, 2067, 3063, 3, 5750, 3005, 5799, 2960, 3, 5712, 3005, 1795, 7705, 3, 6770, 3244, 6639, 3, 5]",존나 열심히 했는데 [SEP] 어제 희정이 만나서 놀아야지 [SEP] 생각하고 존나 열심히 공부했는디 [SEP] 까먹고 예매안함 [SEP] 걔랑 연락안하지 [SEP] 몇개월인디 [SEP] 친구를 잃음 [SEP] 카톡도 안보고 [SEP] 전화도 안받고 [SEP] 사과를 못함 [SEP] 
"[2, 1267, 5646, 5447, 3, 5]","[2, 7710, 6323, 1707, 1465, 5552, 3, 6855, 2999, 5512, 7456, 6653, 5465, 3, 5]","[2, 5631, 5853, 5545, 134, 3, 1268, 6759, 5646, 3, 5]","[2, 5522, 5620, 5710, 3, 5573, 6, 2059, 6406, 2950, 5991, 5463, 3, 5495, 5474, 5522, 5620, 5588, 3159, 6826, 3, 7356, 2960, 1907, 3481, 3067, 3147, 3, 261, 3111, 5873, 3067, 5511, 3, 6768, 3275, 3055, 3023, 3, 5531, 3244, 2067, 3063, 3, 5750, 3005, 5799, 2960, 3, 5712, 3005, 1795, 7705, 3, 6770, 3244, 6639, 3, 5]","[2, 261, 5873, 3080, 5631, 1795, 3475, 5449, 123, 123, 123, 134, 3, 5]",걔 연락은 원래 안받는데...? [SEP] 
"[2, 7710, 6323, 1707, 1465, 5552, 3, 6855, 2999, 5512, 7456, 6653, 5465, 3, 5]","[2, 5631, 5853, 5545, 134, 3, 1268, 6759, 5646, 3, 5]","[2, 5522, 5620, 5710, 3, 5573, 6, 2059, 6406, 2950, 5991, 5463, 3, 5495, 5474, 5522, 5620, 5588, 3159, 6826, 3, 7356, 2960, 1907, 3481, 3067, 3147, 3, 261, 3111, 5873, 3067, 5511, 3, 6768, 3275, 3055, 3023, 3, 5531, 3244, 2067, 3063, 3, 5750, 3005, 5799, 2960, 3, 5712, 3005, 1795, 7705, 3, 6770, 3244, 6639, 3, 5]","[2, 261, 5873, 3080, 5631, 1795, 3475, 5449, 123, 123, 123, 134, 3, 5]","[2, 7722, 6122, 5488, 3, 5]",나보고 어쩌라고 [SEP] 
"[2, 5631, 5853, 5545, 134, 3, 1268, 6759, 5646, 3, 5]","[2, 5522, 5620, 5710, 3, 5573, 6, 2059, 6406, 2950, 5991, 5463, 3, 5495, 5474, 5522, 5620, 5588, 3159, 6826, 3, 7356, 2960, 1907, 3481, 3067, 3147, 3, 261, 3111, 5873, 3067, 5511, 3, 6768, 3275, 3055, 3023, 3, 5531, 3244, 2067, 3063, 3, 5750, 3005, 5799, 2960, 3, 5712, 3005, 1795, 7705, 3, 6770, 3244, 6639, 3, 5]","[2, 261, 5873, 3080, 5631, 1795, 3475, 5449, 123, 123, 123, 134, 3, 5]","[2, 7722, 6122, 5488, 3, 5]","[2, 2157, 3410, 2946, 6210, 119, 3, 5]",조온나 좋겠다! [SEP] 
"[2, 5522, 5620, 5710, 3, 5573, 6, 2059, 6406, 2950, 5991, 5463, 3, 5495, 5474, 5522, 5620, 5588, 3159, 6826, 3, 7356, 2960, 1907, 3481, 3067, 3147, 3, 261, 3111, 5873, 3067, 5511, 3, 6768, 3275, 3055, 3023, 3, 5531, 3244, 2067, 3063, 3, 5750, 3005, 5799, 2960, 3, 5712, 3005, 1795, 7705, 3, 6770, 3244, 6639, 3, 5]","[2, 261, 5873, 3080, 5631, 1795, 3475, 5449, 123, 123, 123, 134, 3, 5]","[2, 7722, 6122, 5488, 3, 5]","[2, 2157, 3410, 2946, 6210, 119, 3, 5]","[2, 5661, 5574, 3, 5531, 2067, 3125, 6826, 3, 5]",뭐가 좋아 [SEP] 친구 잃었는디 [SEP] 
"[2, 261, 5873, 3080, 5631, 1795, 3475, 5449, 123, 123, 123, 134, 3, 5]","[2, 7722, 6122, 5488, 3, 5]","[2, 2157, 3410, 2946, 6210, 119, 3, 5]","[2, 5661, 5574, 3, 5531, 2067, 3125, 6826, 3, 5]","[2, 5570, 6387, 134, 3, 5543, 2974, 1451, 3337, 5752, 134, 3, 5]",아이좋아? [SEP] ㄹㅇ로 빡친거임? [SEP] 
"[2, 7722, 6122, 5488, 3, 5]","[2, 2157, 3410, 2946, 6210, 119, 3, 5]","[2, 5661, 5574, 3, 5531, 2067, 3125, 6826, 3, 5]","[2, 5570, 6387, 134, 3, 5543, 2974, 1451, 3337, 5752, 134, 3, 5]","[2, 536, 2954, 3097, 1693, 2938, 3, 5]",나보기 싫데 [SEP] 
"[2, 2157, 3410, 2946, 6210, 119, 3, 5]","[2, 5661, 5574, 3, 5531, 2067, 3125, 6826, 3, 5]","[2, 5570, 6387, 134, 3, 5543, 2974, 1451, 3337, 5752, 134, 3, 5]","[2, 536, 2954, 3097, 1693, 2938, 3, 5]","[2, 6042, 3134, 134, 3, 5]",그정도임? [SEP] 
"[2, 5661, 5574, 3, 5531, 2067, 3125, 6826, 3, 5]","[2, 5570, 6387, 134, 3, 5543, 2974, 1451, 3337, 5752, 134, 3, 5]","[2, 536, 2954, 3097, 1693, 2938, 3, 5]","[2, 6042, 3134, 134, 3, 5]","[2, 5522, 1667, 3511, 3, 5458, 1852, 3172, 5540, 2764, 3166, 3, 5792, 1443, 3139, 6826, 3, 6157, 5450, 3160, 3, 5]",존나 슬픔 [SEP] 내가 어캐해야 하누 [SEP] 가서 빌겠는디 [SEP] 학교가 아니네 [SEP] 
"[2, 5570, 6387, 134, 3, 5543, 2974, 1451, 3337, 5752, 134, 3, 5]","[2, 536, 2954, 3097, 1693, 2938, 3, 5]","[2, 6042, 3134, 134, 3, 5]","[2, 5522, 1667, 3511, 3, 5458, 1852, 3172, 5540, 2764, 3166, 3, 5792, 1443, 3139, 6826, 3, 6157, 5450, 3160, 3, 5]","[2, 2767, 6944, 2999, 7656, 3, 5]",한 2주만 기다려 [SEP] 
"[2, 536, 2954, 3097, 1693, 2938, 3, 5]","[2, 6042, 3134, 134, 3, 5]","[2, 5522, 1667, 3511, 3, 5458, 1852, 3172, 5540, 2764, 3166, 3, 5792, 1443, 3139, 6826, 3, 6157, 5450, 3160, 3, 5]","[2, 2767, 6944, 2999, 7656, 3, 5]","[2, 600, 2991, 3001, 2978, 6533, 2943, 3, 6558, 2965, 6260, 5739, 3, 2235, 3712, 5670, 1326, 5469, 3, 7106, 5502, 6618, 2960, 2791, 6826, 3, 5]",네트워크 관리사 [SEP] 한달을 준비했다 [SEP] 지홍이네 방에서 [SEP] 3시까지 안자고 했는디 [SEP] 
"[2, 6042, 3134, 134, 3, 5]","[2, 5522, 1667, 3511, 3, 5458, 1852, 3172, 5540, 2764, 3166, 3, 5792, 1443, 3139, 6826, 3, 6157, 5450, 3160, 3, 5]","[2, 2767, 6944, 2999, 7656, 3, 5]","[2, 600, 2991, 3001, 2978, 6533, 2943, 3, 6558, 2965, 6260, 5739, 3, 2235, 3712, 5670, 1326, 5469, 3, 7106, 5502, 6618, 2960, 2791, 6826, 3, 5]","[2, 6564, 3, 5]",개웃기네ㅋㅋㅋ [SEP] 
"[2, 5522, 1667, 3511, 3, 5458, 1852, 3172, 5540, 2764, 3166, 3, 5792, 1443, 3139, 6826, 3, 6157, 5450, 3160, 3, 5]","[2, 2767, 6944, 2999, 7656, 3, 5]","[2, 600, 2991, 3001, 2978, 6533, 2943, 3, 6558, 2965, 6260, 5739, 3, 2235, 3712, 5670, 1326, 5469, 3, 7106, 5502, 6618, 2960, 2791, 6826, 3, 5]","[2, 6564, 3, 5]","[2, 5829, 2940, 3219, 3244, 1795, 3448, 2930, 3700, 3, 5]",시험장소를 안알려줌 [SEP] 
"[2, 2767, 6944, 2999, 7656, 3, 5]","[2, 600, 2991, 3001, 2978, 6533, 2943, 3, 6558, 2965, 6260, 5739, 3, 2235, 3712, 5670, 1326, 5469, 3, 7106, 5502, 6618, 2960, 2791, 6826, 3, 5]","[2, 6564, 3, 5]","[2, 5829, 2940, 3219, 3244, 1795, 3448, 2930, 3700, 3, 5]","[2, 7943, 3152, 3, 5]",뭐하는데애 [SEP] 
"[2, 600, 2991, 3001, 2978, 6533, 2943, 3, 6558, 2965, 6260, 5739, 3, 2235, 3712, 5670, 1326, 5469, 3, 7106, 5502, 6618, 2960, 2791, 6826, 3, 5]","[2, 6564, 3, 5]","[2, 5829, 2940, 3219, 3244, 1795, 3448, 2930, 3700, 3, 5]","[2, 7943, 3152, 3, 5]","[2, 5450, 7291, 3, 6, 2059, 3005, 3, 5]",아니 잠만 [SEP] 희정이도 [SEP] 
"[2, 6564, 3, 5]","[2, 5829, 2940, 3219, 3244, 1795, 3448, 2930, 3700, 3, 5]","[2, 7943, 3152, 3, 5]","[2, 5450, 7291, 3, 6, 2059, 3005, 3, 5]","[2, 6122, 5488, 123, 123, 134, 3, 5979, 2923, 2849, 3082, 5474, 5613, 6363, 818, 5545, 3, 5]",어쩌라고..? [SEP] 개학때 화해하고 같이 가면 되잖아 [SEP] 
"[2, 5829, 2940, 3219, 3244, 1795, 3448, 2930, 3700, 3, 5]","[2, 7943, 3152, 3, 5]","[2, 5450, 7291, 3, 6, 2059, 3005, 3, 5]","[2, 6122, 5488, 123, 123, 134, 3, 5979, 2923, 2849, 3082, 5474, 5613, 6363, 818, 5545, 3, 5]","[2, 5450, 6199, 3, 5495, 2965, 5987, 3, 5]",아니 제발 [SEP] 생각을 해봐 [SEP] 
"[2, 7943, 3152, 3, 5]","[2, 5450, 7291, 3, 6, 2059, 3005, 3, 5]","[2, 6122, 5488, 123, 123, 134, 3, 5979, 2923, 2849, 3082, 5474, 5613, 6363, 818, 5545, 3, 5]","[2, 5450, 6199, 3, 5495, 2965, 5987, 3, 5]","[2, 5829, 542, 3494, 2921, 5561, 5489, 3, 7816, 5913, 2976, 3, 7679, 2970, 3003, 134, 3, 5]",시험 날짜가 언젠데 [SEP] 25일이면 [SEP] 일요일이냐? [SEP] 
"[2, 5450, 7291, 3, 6, 2059, 3005, 3, 5]","[2, 6122, 5488, 123, 123, 134, 3, 5979, 2923, 2849, 3082, 5474, 5613, 6363, 818, 5545, 3, 5]","[2, 5450, 6199, 3, 5495, 2965, 5987, 3, 5]","[2, 5829, 542, 3494, 2921, 5561, 5489, 3, 7816, 5913, 2976, 3, 7679, 2970, 3003, 134, 3, 5]","[2, 5497, 7249, 3451, 3, 5]",학교 가는날 [SEP] 
"[2, 6122, 5488, 123, 123, 134, 3, 5979, 2923, 2849, 3082, 5474, 5613, 6363, 818, 5545, 3, 5]","[2, 5450, 6199, 3, 5495, 2965, 5987, 3, 5]","[2, 5829, 542, 3494, 2921, 5561, 5489, 3, 7816, 5913, 2976, 3, 7679, 2970, 3003, 134, 3, 5]","[2, 5497, 7249, 3451, 3, 5]","[2, 5497, 193, 7498, 3, 5]",학교 ㅈ같음 [SEP] 
"[2, 5450, 6199, 3, 5495, 2965, 5987, 3, 5]","[2, 5829, 542, 3494, 2921, 5561, 5489, 3, 7816, 5913, 2976, 3, 7679, 2970, 3003, 134, 3, 5]","[2, 5497, 7249, 3451, 3, 5]","[2, 5497, 193, 7498, 3, 5]","[2, 7142, 2765, 3968, 2970, 5560, 5495, 3564, 3, 5]",모든 학샹이 그렇게 생각햐 [SEP] 
"[2, 5829, 542, 3494, 2921, 5561, 5489, 3, 7816, 5913, 2976, 3, 7679, 2970, 3003, 134, 3, 5]","[2, 5497, 7249, 3451, 3, 5]","[2, 5497, 193, 7498, 3, 5]","[2, 7142, 2765, 3968, 2970, 5560, 5495, 3564, 3, 5]","[2, 5513, 6300, 6045, 134, 3, 5]",그래서 어쩔건데? [SEP] 
"[2, 5497, 7249, 3451, 3, 5]","[2, 5497, 193, 7498, 3, 5]","[2, 7142, 2765, 3968, 2970, 5560, 5495, 3564, 3, 5]","[2, 5513, 6300, 6045, 134, 3, 5]","[2, 5508, 6939, 6357, 2957, 3, 5458, 7146, 3226, 3080, 6240, 3063, 3, 6369, 7627, 6216, 6132, 3, 5]",아무 생각이 안들어요 [SEP] 내가 이럴줄은 몰랐음 [SEP] 항상 자리 확인하는게 [SEP] 
"[2, 5497, 193, 7498, 3, 5]","[2, 7142, 2765, 3968, 2970, 5560, 5495, 3564, 3, 5]","[2, 5513, 6300, 6045, 134, 3, 5]","[2, 5508, 6939, 6357, 2957, 3, 5458, 7146, 3226, 3080, 6240, 3063, 3, 6369, 7627, 6216, 6132, 3, 5]","[2, 2065, 3875, 5476, 5888, 3, 260, 1786, 5476, 134, 3, 5]",읽씹이야 아님 [SEP] 걍 씹이야? [SEP] 
"[2, 7142, 2765, 3968, 2970, 5560, 5495, 3564, 3, 5]","[2, 5513, 6300, 6045, 134, 3, 5]","[2, 5508, 6939, 6357, 2957, 3, 5458, 7146, 3226, 3080, 6240, 3063, 3, 6369, 7627, 6216, 6132, 3, 5]","[2, 2065, 3875, 5476, 5888, 3, 260, 1786, 5476, 134, 3, 5]","[2, 260, 1786, 3301, 3063, 3, 5]",걍 씹혔음 [SEP] 
"[2, 5513, 6300, 6045, 134, 3, 5]","[2, 5508, 6939, 6357, 2957, 3, 5458, 7146, 3226, 3080, 6240, 3063, 3, 6369, 7627, 6216, 6132, 3, 5]","[2, 2065, 3875, 5476, 5888, 3, 260, 1786, 5476, 134, 3, 5]","[2, 260, 1786, 3301, 3063, 3, 5]","[2, 2588, 2994, 3244, 6383, 3161, 3321, 3, 5973, 5606, 7408, 3, 5]",테러를 하다시피 [SEP] 미안하다 하는거야 [SEP] 
"[2, 5508, 6939, 6357, 2957, 3, 5458, 7146, 3226, 3080, 6240, 3063, 3, 6369, 7627, 6216, 6132, 3, 5]","[2, 2065, 3875, 5476, 5888, 3, 260, 1786, 5476, 134, 3, 5]","[2, 260, 1786, 3301, 3063, 3, 5]","[2, 2588, 2994, 3244, 6383, 3161, 3321, 3, 5973, 5606, 7408, 3, 5]","[2, 268, 6039, 3, 5]",건 아니고 [SEP] 
"[2, 2065, 3875, 5476, 5888, 3, 260, 1786, 5476, 134, 3, 5]","[2, 260, 1786, 3301, 3063, 3, 5]","[2, 2588, 2994, 3244, 6383, 3161, 3321, 3, 5973, 5606, 7408, 3, 5]","[2, 268, 6039, 3, 5]","[2, 5761, 1267, 3, 5458, 6852, 3, 6604, 5956, 640, 3002, 134, 3, 5]",아니면 뭐 [SEP] 내가 중간에 [SEP] 다리라도 놔줘? [SEP] 
"[2, 260, 1786, 3301, 3063, 3, 5]","[2, 2588, 2994, 3244, 6383, 3161, 3321, 3, 5973, 5606, 7408, 3, 5]","[2, 268, 6039, 3, 5]","[2, 5761, 1267, 3, 5458, 6852, 3, 6604, 5956, 640, 3002, 134, 3, 5]","[2, 5462, 5490, 5492, 3, 764, 5696, 6195, 3, 5]",근데 그러다가 [SEP] 더 싫어지면 [SEP] 
"[2, 2588, 2994, 3244, 6383, 3161, 3321, 3, 5973, 5606, 7408, 3, 5]","[2, 268, 6039, 3, 5]","[2, 5761, 1267, 3, 5458, 6852, 3, 6604, 5956, 640, 3002, 134, 3, 5]","[2, 5462, 5490, 5492, 3, 764, 5696, 6195, 3, 5]","[2, 5539, 5472, 7282, 729, 3224, 2932, 123, 123, 123, 3, 5462, 5622, 2947, 3, 6, 1850, 3, 555, 5873, 2767, 7278, 2967, 5571, 1378, 3, 5]",그건 이제 너한테 달렸지... [SEP] 근데 문제는 [SEP] 유희정 얘 [SEP] 내 연락 한 3시간에 한번 봄 [SEP] 
"[2, 268, 6039, 3, 5]","[2, 5761, 1267, 3, 5458, 6852, 3, 6604, 5956, 640, 3002, 134, 3, 5]","[2, 5462, 5490, 5492, 3, 764, 5696, 6195, 3, 5]","[2, 5539, 5472, 7282, 729, 3224, 2932, 123, 123, 123, 3, 5462, 5622, 2947, 3, 6, 1850, 3, 555, 5873, 2767, 7278, 2967, 5571, 1378, 3, 5]","[2, 2031, 3526, 2974, 2084, 2954, 3160, 3, 5]",으외로 잘보네 [SEP] 
"[2, 5761, 1267, 3, 5458, 6852, 3, 6604, 5956, 640, 3002, 134, 3, 5]","[2, 5462, 5490, 5492, 3, 764, 5696, 6195, 3, 5]","[2, 5539, 5472, 7282, 729, 3224, 2932, 123, 123, 123, 3, 5462, 5622, 2947, 3, 6, 1850, 3, 555, 5873, 2767, 7278, 2967, 5571, 1378, 3, 5]","[2, 2031, 3526, 2974, 2084, 2954, 3160, 3, 5]","[2, 7161, 3093, 2071, 3160, 3, 5466, 7390, 7758, 6006, 2599, 2791, 3063, 3, 5]",3일더 있네 [SEP] 오늘 11시쯤에 마지막 톡 했음 [SEP] 
"[2, 5462, 5490, 5492, 3, 764, 5696, 6195, 3, 5]","[2, 5539, 5472, 7282, 729, 3224, 2932, 123, 123, 123, 3, 5462, 5622, 2947, 3, 6, 1850, 3, 555, 5873, 2767, 7278, 2967, 5571, 1378, 3, 5]","[2, 2031, 3526, 2974, 2084, 2954, 3160, 3, 5]","[2, 7161, 3093, 2071, 3160, 3, 5466, 7390, 7758, 6006, 2599, 2791, 3063, 3, 5]","[2, 268, 2162, 123, 123, 123, 123, 3, 5]",건 좀.... [SEP] 
"[2, 5539, 5472, 7282, 729, 3224, 2932, 123, 123, 123, 3, 5462, 5622, 2947, 3, 6, 1850, 3, 555, 5873, 2767, 7278, 2967, 5571, 1378, 3, 5]","[2, 2031, 3526, 2974, 2084, 2954, 3160, 3, 5]","[2, 7161, 3093, 2071, 3160, 3, 5466, 7390, 7758, 6006, 2599, 2791, 3063, 3, 5]","[2, 268, 2162, 123, 123, 123, 123, 3, 5]","[2, 5472, 2516, 3474, 3134, 2970, 801, 903, 2921, 815, 5449, 3, 5]",이제 쿨타임이 돌 때가 됐는데 [SEP] 
"[2, 2031, 3526, 2974, 2084, 2954, 3160, 3, 5]","[2, 7161, 3093, 2071, 3160, 3, 5466, 7390, 7758, 6006, 2599, 2791, 3063, 3, 5]","[2, 268, 2162, 123, 123, 123, 123, 3, 5]","[2, 5472, 2516, 3474, 3134, 2970, 801, 903, 2921, 815, 5449, 3, 5]","[2, 260, 7220, 5891, 3, 5]",걍 넘어가지 [SEP] 
"[2, 7161, 3093, 2071, 3160, 3, 5466, 7390, 7758, 6006, 2599, 2791, 3063, 3, 5]","[2, 268, 2162, 123, 123, 123, 123, 3, 5]","[2, 5472, 2516, 3474, 3134, 2970, 801, 903, 2921, 815, 5449, 3, 5]","[2, 260, 7220, 5891, 3, 5]","[2, 536, 2946, 3003, 2934, 3474, 3118, 3050, 3474, 3, 5]",나나냐아타ㅑ태타 [SEP] 
"[2, 268, 2162, 123, 123, 123, 123, 3, 5]","[2, 5472, 2516, 3474, 3134, 2970, 801, 903, 2921, 815, 5449, 3, 5]","[2, 260, 7220, 5891, 3, 5]","[2, 536, 2946, 3003, 2934, 3474, 3118, 3050, 3474, 3, 5]","[2, 1269, 5603, 134, 3, 581, 1267, 3159, 3003, 134, 3, 5]",뭘 몰라? [SEP] 너 뭐했냐? [SEP] 
"[2, 5472, 2516, 3474, 3134, 2970, 801, 903, 2921, 815, 5449, 3, 5]","[2, 260, 7220, 5891, 3, 5]","[2, 536, 2946, 3003, 2934, 3474, 3118, 3050, 3474, 3, 5]","[2, 1269, 5603, 134, 3, 581, 1267, 3159, 3003, 134, 3, 5]","[2, 5764, 6288, 3, 5]",아무것도 안함 [SEP] 
"[2, 260, 7220, 5891, 3, 5]","[2, 536, 2946, 3003, 2934, 3474, 3118, 3050, 3474, 3, 5]","[2, 1269, 5603, 134, 3, 581, 1267, 3159, 3003, 134, 3, 5]","[2, 5764, 6288, 3, 5]","[2, 539, 1267, 7206, 3, 5]",난 뭐했다고 [SEP] 
"[2, 536, 2946, 3003, 2934, 3474, 3118, 3050, 3474, 3, 5]","[2, 1269, 5603, 134, 3, 581, 1267, 3159, 3003, 134, 3, 5]","[2, 5764, 6288, 3, 5]","[2, 539, 1267, 7206, 3, 5]","[2, 1267, 5987, 123, 123, 134, 3, 5]",뭐 해봐..? [SEP] 
"[2, 1269, 5603, 134, 3, 581, 1267, 3159, 3003, 134, 3, 5]","[2, 5764, 6288, 3, 5]","[2, 539, 1267, 7206, 3, 5]","[2, 1267, 5987, 123, 123, 134, 3, 5]","[2, 1171, 3922, 2974, 2781, 3, 707, 1171, 3922, 2974, 2781, 3, 901, 1308, 5461, 581, 2925, 2936, 3, 877, 3047, 2963, 6024, 3023, 123, 5661, 5574, 123, 123, 123, 123, 123, 3, 5]",맘댜로 해 [SEP] 니 맘댜로 해 [SEP] 땅 밑으로 너어라 [SEP] 디질거 같은디.뭐가 좋아..... [SEP] 
"[2, 5764, 6288, 3, 5]","[2, 539, 1267, 7206, 3, 5]","[2, 1267, 5987, 123, 123, 134, 3, 5]","[2, 1171, 3922, 2974, 2781, 3, 707, 1171, 3922, 2974, 2781, 3, 901, 1308, 5461, 581, 2925, 2936, 3, 877, 3047, 2963, 6024, 3023, 123, 5661, 5574, 123, 123, 123, 123, 123, 3, 5]","[2, 5458, 5574, 3, 2764, 5871, 5481, 2992, 3191, 3, 7505, 1267, 3, 5]",내가 좋아 [SEP] 하하핳ㅎㅎ핳ㅎ [SEP] 일단은 뭐 [SEP] 
"[2, 539, 1267, 7206, 3, 5]","[2, 1267, 5987, 123, 123, 134, 3, 5]","[2, 1171, 3922, 2974, 2781, 3, 707, 1171, 3922, 2974, 2781, 3, 901, 1308, 5461, 581, 2925, 2936, 3, 877, 3047, 2963, 6024, 3023, 123, 5661, 5574, 123, 123, 123, 123, 123, 3, 5]","[2, 5458, 5574, 3, 2764, 5871, 5481, 2992, 3191, 3, 7505, 1267, 3, 5]","[2, 123, 123, 123, 123, 123, 3, 5]",..... [SEP] 
"[2, 1267, 5987, 123, 123, 134, 3, 5]","[2, 1171, 3922, 2974, 2781, 3, 707, 1171, 3922, 2974, 2781, 3, 901, 1308, 5461, 581, 2925, 2936, 3, 877, 3047, 2963, 6024, 3023, 123, 5661, 5574, 123, 123, 123, 123, 123, 3, 5]","[2, 5458, 5574, 3, 2764, 5871, 5481, 2992, 3191, 3, 7505, 1267, 3, 5]","[2, 123, 123, 123, 123, 123, 3, 5]","[2, 6, 6454, 5873, 2970, 742, 7332, 3, 1269, 6689, 3, 7192, 2599, 7172, 5800, 6536, 3, 6120, 7282, 3005, 6203, 3700, 3, 5629, 5482, 7881, 3, 5]",유희정이랑 연락이 닿아야 [SEP] 뭘 하니까 [SEP] 담에 톡 할때 얘기해볼게 [SEP] 하면서 너한테도 알려줌 [SEP] 그리고 그거 뭐냐 [SEP] 
"[2, 1171, 3922, 2974, 2781, 3, 707, 1171, 3922, 2974, 2781, 3, 901, 1308, 5461, 581, 2925, 2936, 3, 877, 3047, 2963, 6024, 3023, 123, 5661, 5574, 123, 123, 123, 123, 123, 3, 5]","[2, 5458, 5574, 3, 2764, 5871, 5481, 2992, 3191, 3, 7505, 1267, 3, 5]","[2, 123, 123, 123, 123, 123, 3, 5]","[2, 6, 6454, 5873, 2970, 742, 7332, 3, 1269, 6689, 3, 7192, 2599, 7172, 5800, 6536, 3, 6120, 7282, 3005, 6203, 3700, 3, 5629, 5482, 7881, 3, 5]","[2, 583, 2970, 536, 3261, 3, 1944, 5704, 2932, 3, 5450, 5918, 3017, 1399, 2941, 5704, 3160, 3, 5]",넋이 나감 [SEP] 왜 이러지 [SEP] 아니 저번주 부터 이러네 [SEP] 
"[2, 5458, 5574, 3, 2764, 5871, 5481, 2992, 3191, 3, 7505, 1267, 3, 5]","[2, 123, 123, 123, 123, 123, 3, 5]","[2, 6, 6454, 5873, 2970, 742, 7332, 3, 1269, 6689, 3, 7192, 2599, 7172, 5800, 6536, 3, 6120, 7282, 3005, 6203, 3700, 3, 5629, 5482, 7881, 3, 5]","[2, 583, 2970, 536, 3261, 3, 1944, 5704, 2932, 3, 5450, 5918, 3017, 1399, 2941, 5704, 3160, 3, 5]","[2, 7200, 6302, 2987, 1915, 3048, 3, 5]",현타 조지게 온듯 [SEP] 
"[2, 123, 123, 123, 123, 123, 3, 5]","[2, 6, 6454, 5873, 2970, 742, 7332, 3, 1269, 6689, 3, 7192, 2599, 7172, 5800, 6536, 3, 6120, 7282, 3005, 6203, 3700, 3, 5629, 5482, 7881, 3, 5]","[2, 583, 2970, 536, 3261, 3, 1944, 5704, 2932, 3, 5450, 5918, 3017, 1399, 2941, 5704, 3160, 3, 5]","[2, 7200, 6302, 2987, 1915, 3048, 3, 5]","[2, 7200, 2947, 6039, 3, 408, 3310, 2970, 2312, 3049, 3428, 3042, 1450, 3352, 3, 5]",현타는 아니고 [SEP] 기운이 쭈우웅ㄱ 빠짐 [SEP] 
"[2, 6, 6454, 5873, 2970, 742, 7332, 3, 1269, 6689, 3, 7192, 2599, 7172, 5800, 6536, 3, 6120, 7282, 3005, 6203, 3700, 3, 5629, 5482, 7881, 3, 5]","[2, 583, 2970, 536, 3261, 3, 1944, 5704, 2932, 3, 5450, 5918, 3017, 1399, 2941, 5704, 3160, 3, 5]","[2, 7200, 6302, 2987, 1915, 3048, 3, 5]","[2, 7200, 2947, 6039, 3, 408, 3310, 2970, 2312, 3049, 3428, 3042, 1450, 3352, 3, 5]","[2, 377, 2964, 1413, 7304, 5682, 3, 1596, 3121, 1504, 2930, 2936, 3, 5]",귀신 붙었나보다 [SEP] 소금 뿌려라 [SEP] 
"[2, 583, 2970, 536, 3261, 3, 1944, 5704, 2932, 3, 5450, 5918, 3017, 1399, 2941, 5704, 3160, 3, 5]","[2, 7200, 6302, 2987, 1915, 3048, 3, 5]","[2, 7200, 2947, 6039, 3, 408, 3310, 2970, 2312, 3049, 3428, 3042, 1450, 3352, 3, 5]","[2, 377, 2964, 1413, 7304, 5682, 3, 1596, 3121, 1504, 2930, 2936, 3, 5]","[2, 1945, 2932, 1251, 3578, 5583, 3, 5]",왠지 무겁더라 [SEP] 
"[2, 7200, 6302, 2987, 1915, 3048, 3, 5]","[2, 7200, 2947, 6039, 3, 408, 3310, 2970, 2312, 3049, 3428, 3042, 1450, 3352, 3, 5]","[2, 377, 2964, 1413, 7304, 5682, 3, 1596, 3121, 1504, 2930, 2936, 3, 5]","[2, 1945, 2932, 1251, 3578, 5583, 3, 5]","[2, 6, 2090, 2934, 3206, 3, 5]",차명준 장아찌 [SEP] 
